,year_event,country_event_x,event_x,country_event_y,event_y
939,1994,Poland,Poland bus disaster of 1994,Greek, Greece imposes an embargo on the Republic of Macedonia.
940,1994,Poland,Poland bus disaster of 1994,Greek," Greek actress, singer, political activist of the anti-dictatoric struggle and Minister of Culture Melina Mercouri dies of cancer. She receives an elaborate state funeral, which is attended by hundreds of thousands of people."
941,1994,Poland,Poland bus disaster of 1994,Luxembourgo,Arboretum Kirchberg [nl] opens.[19]
942,1994,Poland,Poland bus disaster of 1994,Luxembourgo,European Investment Fund headquartered in city.
943,1994,Russia,First Chechen War: The leader of the Russian-backed Provisional Council of the Chechen Republic announced his intention to overthrow the Dudaev government.,Greek, Greece imposes an embargo on the Republic of Macedonia.
944,1994,Russia,First Chechen War: The leader of the Russian-backed Provisional Council of the Chechen Republic announced his intention to overthrow the Dudaev government.,Greek," Greek actress, singer, political activist of the anti-dictatoric struggle and Minister of Culture Melina Mercouri dies of cancer. She receives an elaborate state funeral, which is attended by hundreds of thousands of people."
945,1994,Russia,First Chechen War: The leader of the Russian-backed Provisional Council of the Chechen Republic announced his intention to overthrow the Dudaev government.,Luxembourgo,Arboretum Kirchberg [nl] opens.[19]
946,1994,Russia,First Chechen War: The leader of the Russian-backed Provisional Council of the Chechen Republic announced his intention to overthrow the Dudaev government.,Luxembourgo,European Investment Fund headquartered in city.
947,1994,Sweden,MS Estonia sinks en route from Tallinn to Stockholm; 852 people on board lose their lives,Greek, Greece imposes an embargo on the Republic of Macedonia.
948,1994,Sweden,MS Estonia sinks en route from Tallinn to Stockholm; 852 people on board lose their lives,Greek," Greek actress, singer, political activist of the anti-dictatoric struggle and Minister of Culture Melina Mercouri dies of cancer. She receives an elaborate state funeral, which is attended by hundreds of thousands of people."
949,1994,Sweden,MS Estonia sinks en route from Tallinn to Stockholm; 852 people on board lose their lives,Luxembourgo,Arboretum Kirchberg [nl] opens.[19]
950,1994,Sweden,MS Estonia sinks en route from Tallinn to Stockholm; 852 people on board lose their lives,Luxembourgo,European Investment Fund headquartered in city.
951,1994,United Kingdom,"The Channel Tunnel opens, the first physical connection between the United Kingdom and France.",Greek, Greece imposes an embargo on the Republic of Macedonia.
952,1994,United Kingdom,"The Channel Tunnel opens, the first physical connection between the United Kingdom and France.",Greek," Greek actress, singer, political activist of the anti-dictatoric struggle and Minister of Culture Melina Mercouri dies of cancer. She receives an elaborate state funeral, which is attended by hundreds of thousands of people."
953,1994,United Kingdom,"The Channel Tunnel opens, the first physical connection between the United Kingdom and France.",Luxembourgo,Arboretum Kirchberg [nl] opens.[19]
954,1994,United Kingdom,"The Channel Tunnel opens, the first physical connection between the United Kingdom and France.",Luxembourgo,European Investment Fund headquartered in city.
955,1995,Albania,"Berisha still faces formidable political, economic, and social problems. The leading opposition Socialist Party threatens the Democratic Party's hold on power, while the latter cites notable successes in economic and foreign affairs and predicts victory in the parliamentary elections scheduled for March 1996. Among the 49 new legislative decisions approved by the People's Assembly in 1995 are land and property laws that positively affect the flow of domestic and foreign investments, especially in the field of agriculture. The process of privatization continues, with some 1,400 small-sized enterprises privatized. Albania's $700 million foreign debt is substantially reduced. Gross domestic product grows by an estimated 6%, and inflation drops to about 10%. The agricultural, construction, and private-service sectors register high rates of growth – 15%, 90%, and 25%, respectively. The industrial sector remains the weakest economic link, with continued production losses. Exports also lag. Continued progress is made in foreign affairs, with the exception of an impasse between Tirana and Belgrade. A slight improvement in Greek-Albanian relations is evidenced. U.S.-Albanian military cooperation develops quickly. Joint projects in 1995 include U.S. intelligence-gathering flights to Bosnia and Herzegovina from bases in Albania, exchanges of high-level military delegations, medical and military exercises, and the construction of Albania's only military hospital.",Greek, Grevena and Kozani are struck by an earthquake. Several villages are destroyed and hundreds of people are left homeless.
956,1995,Albania,"Berisha still faces formidable political, economic, and social problems. The leading opposition Socialist Party threatens the Democratic Party's hold on power, while the latter cites notable successes in economic and foreign affairs and predicts victory in the parliamentary elections scheduled for March 1996. Among the 49 new legislative decisions approved by the People's Assembly in 1995 are land and property laws that positively affect the flow of domestic and foreign investments, especially in the field of agriculture. The process of privatization continues, with some 1,400 small-sized enterprises privatized. Albania's $700 million foreign debt is substantially reduced. Gross domestic product grows by an estimated 6%, and inflation drops to about 10%. The agricultural, construction, and private-service sectors register high rates of growth – 15%, 90%, and 25%, respectively. The industrial sector remains the weakest economic link, with continued production losses. Exports also lag. Continued progress is made in foreign affairs, with the exception of an impasse between Tirana and Belgrade. A slight improvement in Greek-Albanian relations is evidenced. U.S.-Albanian military cooperation develops quickly. Joint projects in 1995 include U.S. intelligence-gathering flights to Bosnia and Herzegovina from bases in Albania, exchanges of high-level military delegations, medical and military exercises, and the construction of Albania's only military hospital.",Greek, An earthquake shatters Aigio. 26 people are reported dead.
957,1995,Albania,"Berisha still faces formidable political, economic, and social problems. The leading opposition Socialist Party threatens the Democratic Party's hold on power, while the latter cites notable successes in economic and foreign affairs and predicts victory in the parliamentary elections scheduled for March 1996. Among the 49 new legislative decisions approved by the People's Assembly in 1995 are land and property laws that positively affect the flow of domestic and foreign investments, especially in the field of agriculture. The process of privatization continues, with some 1,400 small-sized enterprises privatized. Albania's $700 million foreign debt is substantially reduced. Gross domestic product grows by an estimated 6%, and inflation drops to about 10%. The agricultural, construction, and private-service sectors register high rates of growth – 15%, 90%, and 25%, respectively. The industrial sector remains the weakest economic link, with continued production losses. Exports also lag. Continued progress is made in foreign affairs, with the exception of an impasse between Tirana and Belgrade. A slight improvement in Greek-Albanian relations is evidenced. U.S.-Albanian military cooperation develops quickly. Joint projects in 1995 include U.S. intelligence-gathering flights to Bosnia and Herzegovina from bases in Albania, exchanges of high-level military delegations, medical and military exercises, and the construction of Albania's only military hospital.",Greek," Greece ends the embargo that had imposed on the Republic of Macedonia, after the later's decision to change its flag and controversial articles of its constitution."
958,1995,Albania,"Berisha still faces formidable political, economic, and social problems. The leading opposition Socialist Party threatens the Democratic Party's hold on power, while the latter cites notable successes in economic and foreign affairs and predicts victory in the parliamentary elections scheduled for March 1996. Among the 49 new legislative decisions approved by the People's Assembly in 1995 are land and property laws that positively affect the flow of domestic and foreign investments, especially in the field of agriculture. The process of privatization continues, with some 1,400 small-sized enterprises privatized. Albania's $700 million foreign debt is substantially reduced. Gross domestic product grows by an estimated 6%, and inflation drops to about 10%. The agricultural, construction, and private-service sectors register high rates of growth – 15%, 90%, and 25%, respectively. The industrial sector remains the weakest economic link, with continued production losses. Exports also lag. Continued progress is made in foreign affairs, with the exception of an impasse between Tirana and Belgrade. A slight improvement in Greek-Albanian relations is evidenced. U.S.-Albanian military cooperation develops quickly. Joint projects in 1995 include U.S. intelligence-gathering flights to Bosnia and Herzegovina from bases in Albania, exchanges of high-level military delegations, medical and military exercises, and the construction of Albania's only military hospital.",Luxembourgo,City designated a European Capital of Culture.
959,1995,Albania,"Berisha still faces formidable political, economic, and social problems. The leading opposition Socialist Party threatens the Democratic Party's hold on power, while the latter cites notable successes in economic and foreign affairs and predicts victory in the parliamentary elections scheduled for March 1996. Among the 49 new legislative decisions approved by the People's Assembly in 1995 are land and property laws that positively affect the flow of domestic and foreign investments, especially in the field of agriculture. The process of privatization continues, with some 1,400 small-sized enterprises privatized. Albania's $700 million foreign debt is substantially reduced. Gross domestic product grows by an estimated 6%, and inflation drops to about 10%. The agricultural, construction, and private-service sectors register high rates of growth – 15%, 90%, and 25%, respectively. The industrial sector remains the weakest economic link, with continued production losses. Exports also lag. Continued progress is made in foreign affairs, with the exception of an impasse between Tirana and Belgrade. A slight improvement in Greek-Albanian relations is evidenced. U.S.-Albanian military cooperation develops quickly. Joint projects in 1995 include U.S. intelligence-gathering flights to Bosnia and Herzegovina from bases in Albania, exchanges of high-level military delegations, medical and military exercises, and the construction of Albania's only military hospital.",Luxembourgo,Den Atelier music venue opens.
960,1995,Belgium,1995 Belgian federal election,Greek, Grevena and Kozani are struck by an earthquake. Several villages are destroyed and hundreds of people are left homeless.
961,1995,Belgium,1995 Belgian federal election,Greek, An earthquake shatters Aigio. 26 people are reported dead.
962,1995,Belgium,1995 Belgian federal election,Greek," Greece ends the embargo that had imposed on the Republic of Macedonia, after the later's decision to change its flag and controversial articles of its constitution."
963,1995,Belgium,1995 Belgian federal election,Luxembourgo,City designated a European Capital of Culture.
964,1995,Belgium,1995 Belgian federal election,Luxembourgo,Den Atelier music venue opens.
965,1995,Bulgary,Zhan Videnov took office after the angry reactions against a reform on the economy.,Greek, Grevena and Kozani are struck by an earthquake. Several villages are destroyed and hundreds of people are left homeless.
966,1995,Bulgary,Zhan Videnov took office after the angry reactions against a reform on the economy.,Greek, An earthquake shatters Aigio. 26 people are reported dead.
967,1995,Bulgary,Zhan Videnov took office after the angry reactions against a reform on the economy.,Greek," Greece ends the embargo that had imposed on the Republic of Macedonia, after the later's decision to change its flag and controversial articles of its constitution."
968,1995,Bulgary,Zhan Videnov took office after the angry reactions against a reform on the economy.,Luxembourgo,City designated a European Capital of Culture.
969,1995,Bulgary,Zhan Videnov took office after the angry reactions against a reform on the economy.,Luxembourgo,Den Atelier music venue opens.
970,1995,Croatia,Operation Flash: The Croatian Army launched an offensive which would reconquer the territory of the former Western Slavonia in Krajina.,Greek, Grevena and Kozani are struck by an earthquake. Several villages are destroyed and hundreds of people are left homeless.
971,1995,Croatia,Operation Flash: The Croatian Army launched an offensive which would reconquer the territory of the former Western Slavonia in Krajina.,Greek, An earthquake shatters Aigio. 26 people are reported dead.
972,1995,Croatia,Operation Flash: The Croatian Army launched an offensive which would reconquer the territory of the former Western Slavonia in Krajina.,Greek," Greece ends the embargo that had imposed on the Republic of Macedonia, after the later's decision to change its flag and controversial articles of its constitution."
973,1995,Croatia,Operation Flash: The Croatian Army launched an offensive which would reconquer the territory of the former Western Slavonia in Krajina.,Luxembourgo,City designated a European Capital of Culture.
974,1995,Croatia,Operation Flash: The Croatian Army launched an offensive which would reconquer the territory of the former Western Slavonia in Krajina.,Luxembourgo,Den Atelier music venue opens.
975,1995,Cyprus,"The UN talks ran into the sand, but with a commitment to resume.",Greek, Grevena and Kozani are struck by an earthquake. Several villages are destroyed and hundreds of people are left homeless.
976,1995,Cyprus,"The UN talks ran into the sand, but with a commitment to resume.",Greek, An earthquake shatters Aigio. 26 people are reported dead.
977,1995,Cyprus,"The UN talks ran into the sand, but with a commitment to resume.",Greek," Greece ends the embargo that had imposed on the Republic of Macedonia, after the later's decision to change its flag and controversial articles of its constitution."
978,1995,Cyprus,"The UN talks ran into the sand, but with a commitment to resume.",Luxembourgo,City designated a European Capital of Culture.
979,1995,Cyprus,"The UN talks ran into the sand, but with a commitment to resume.",Luxembourgo,Den Atelier music venue opens.
980,1995,Finland,Finland joined the European Union.,Greek, Grevena and Kozani are struck by an earthquake. Several villages are destroyed and hundreds of people are left homeless.
981,1995,Finland,Finland joined the European Union.,Greek, An earthquake shatters Aigio. 26 people are reported dead.
982,1995,Finland,Finland joined the European Union.,Greek," Greece ends the embargo that had imposed on the Republic of Macedonia, after the later's decision to change its flag and controversial articles of its constitution."
983,1995,Finland,Finland joined the European Union.,Luxembourgo,City designated a European Capital of Culture.
984,1995,Finland,Finland joined the European Union.,Luxembourgo,Den Atelier music venue opens.
985,1995,France,Jacques Chirac began his term as president of France.,Greek, Grevena and Kozani are struck by an earthquake. Several villages are destroyed and hundreds of people are left homeless.
986,1995,France,Jacques Chirac began his term as president of France.,Greek, An earthquake shatters Aigio. 26 people are reported dead.
987,1995,France,Jacques Chirac began his term as president of France.,Greek," Greece ends the embargo that had imposed on the Republic of Macedonia, after the later's decision to change its flag and controversial articles of its constitution."
988,1995,France,Jacques Chirac began his term as president of France.,Luxembourgo,City designated a European Capital of Culture.
989,1995,France,Jacques Chirac began his term as president of France.,Luxembourgo,Den Atelier music venue opens.
990,1995,Ireland,"Ireland enters the Celtic Tiger period, a time of high economic growth which continues until 2007.",Greek, Grevena and Kozani are struck by an earthquake. Several villages are destroyed and hundreds of people are left homeless.
991,1995,Ireland,"Ireland enters the Celtic Tiger period, a time of high economic growth which continues until 2007.",Greek, An earthquake shatters Aigio. 26 people are reported dead.
992,1995,Ireland,"Ireland enters the Celtic Tiger period, a time of high economic growth which continues until 2007.",Greek," Greece ends the embargo that had imposed on the Republic of Macedonia, after the later's decision to change its flag and controversial articles of its constitution."
993,1995,Ireland,"Ireland enters the Celtic Tiger period, a time of high economic growth which continues until 2007.",Luxembourgo,City designated a European Capital of Culture.
994,1995,Ireland,"Ireland enters the Celtic Tiger period, a time of high economic growth which continues until 2007.",Luxembourgo,Den Atelier music venue opens.
995,1995,Poland,Presidential election,Greek, Grevena and Kozani are struck by an earthquake. Several villages are destroyed and hundreds of people are left homeless.
996,1995,Poland,Presidential election,Greek, An earthquake shatters Aigio. 26 people are reported dead.
997,1995,Poland,Presidential election,Greek," Greece ends the embargo that had imposed on the Republic of Macedonia, after the later's decision to change its flag and controversial articles of its constitution."
998,1995,Poland,Presidential election,Luxembourgo,City designated a European Capital of Culture.
999,1995,Poland,Presidential election,Luxembourgo,Den Atelier music venue opens.
1000,1995,Romania,The Stock Exchange reopens in Bucharest;,Greek, Grevena and Kozani are struck by an earthquake. Several villages are destroyed and hundreds of people are left homeless.
1001,1995,Romania,The Stock Exchange reopens in Bucharest;,Greek, An earthquake shatters Aigio. 26 people are reported dead.
1002,1995,Romania,The Stock Exchange reopens in Bucharest;,Greek," Greece ends the embargo that had imposed on the Republic of Macedonia, after the later's decision to change its flag and controversial articles of its constitution."
1003,1995,Romania,The Stock Exchange reopens in Bucharest;,Luxembourgo,City designated a European Capital of Culture.
1004,1995,Romania,The Stock Exchange reopens in Bucharest;,Luxembourgo,Den Atelier music venue opens.
1005,1995,Serbia,"Operation Flash, conducted by the Croatian Army in May, successfully recaptures Republic of Serbian Krajina-held west Slavonia. 30.000 Croatian Serbs were forced out of the area and 285 have been killed during this action. 1,500 were arrested and imprisoned.[27]",Greek, Grevena and Kozani are struck by an earthquake. Several villages are destroyed and hundreds of people are left homeless.
1006,1995,Serbia,"Operation Flash, conducted by the Croatian Army in May, successfully recaptures Republic of Serbian Krajina-held west Slavonia. 30.000 Croatian Serbs were forced out of the area and 285 have been killed during this action. 1,500 were arrested and imprisoned.[27]",Greek, An earthquake shatters Aigio. 26 people are reported dead.
1007,1995,Serbia,"Operation Flash, conducted by the Croatian Army in May, successfully recaptures Republic of Serbian Krajina-held west Slavonia. 30.000 Croatian Serbs were forced out of the area and 285 have been killed during this action. 1,500 were arrested and imprisoned.[27]",Greek," Greece ends the embargo that had imposed on the Republic of Macedonia, after the later's decision to change its flag and controversial articles of its constitution."
1008,1995,Serbia,"Operation Flash, conducted by the Croatian Army in May, successfully recaptures Republic of Serbian Krajina-held west Slavonia. 30.000 Croatian Serbs were forced out of the area and 285 have been killed during this action. 1,500 were arrested and imprisoned.[27]",Luxembourgo,City designated a European Capital of Culture.
1009,1995,Serbia,"Operation Flash, conducted by the Croatian Army in May, successfully recaptures Republic of Serbian Krajina-held west Slavonia. 30.000 Croatian Serbs were forced out of the area and 285 have been killed during this action. 1,500 were arrested and imprisoned.[27]",Luxembourgo,Den Atelier music venue opens.
1010,1995,Sweden,Sweden becomes a member of the European Union,Greek, Grevena and Kozani are struck by an earthquake. Several villages are destroyed and hundreds of people are left homeless.
1011,1995,Sweden,Sweden becomes a member of the European Union,Greek, An earthquake shatters Aigio. 26 people are reported dead.
1012,1995,Sweden,Sweden becomes a member of the European Union,Greek," Greece ends the embargo that had imposed on the Republic of Macedonia, after the later's decision to change its flag and controversial articles of its constitution."
1013,1995,Sweden,Sweden becomes a member of the European Union,Luxembourgo,City designated a European Capital of Culture.
1014,1995,Sweden,Sweden becomes a member of the European Union,Luxembourgo,Den Atelier music venue opens.
1015,1996,Albania,"Gross domestic product grows by an estimated 8%, while inflation rises by about 4–5%, mainly owing to the introduction of a value-added tax. Unemployment drops to a total of 170,000, or about 13%. The agricultural and especially the construction and private-service sectors continue to register robust two-digit growth. Remittances from Albanian émigrés in Greece, Italy, Germany, and the U.S. still account for an estimated 20% of GDP. The nation's relationship with Greece is improved when a high-ranking Greek official visits Albania, and a number of important cooperation agreements are signed. The impasse between Tirana and Belgrade continues, although ethnic Albanians from Kosovo are allowed to travel to Albania. Tirana dispatches a 33-man peacekeeping force to the German contingent of IFOR (the NATO-led Implementation Force) in Bosnia and Herzegovina, the first time in the country's history that Albanian troops have been stationed abroad.",Greek," Andreas Papandreou, hospitalized with advanced heart disease and kidney failure since November 1995, retires from office."
1016,1996,Albania,"Gross domestic product grows by an estimated 8%, while inflation rises by about 4–5%, mainly owing to the introduction of a value-added tax. Unemployment drops to a total of 170,000, or about 13%. The agricultural and especially the construction and private-service sectors continue to register robust two-digit growth. Remittances from Albanian émigrés in Greece, Italy, Germany, and the U.S. still account for an estimated 20% of GDP. The nation's relationship with Greece is improved when a high-ranking Greek official visits Albania, and a number of important cooperation agreements are signed. The impasse between Tirana and Belgrade continues, although ethnic Albanians from Kosovo are allowed to travel to Albania. Tirana dispatches a 33-man peacekeeping force to the German contingent of IFOR (the NATO-led Implementation Force) in Bosnia and Herzegovina, the first time in the country's history that Albanian troops have been stationed abroad.",Greek, Costas Simitis is elected Premier.
1017,1996,Albania,"Gross domestic product grows by an estimated 8%, while inflation rises by about 4–5%, mainly owing to the introduction of a value-added tax. Unemployment drops to a total of 170,000, or about 13%. The agricultural and especially the construction and private-service sectors continue to register robust two-digit growth. Remittances from Albanian émigrés in Greece, Italy, Germany, and the U.S. still account for an estimated 20% of GDP. The nation's relationship with Greece is improved when a high-ranking Greek official visits Albania, and a number of important cooperation agreements are signed. The impasse between Tirana and Belgrade continues, although ethnic Albanians from Kosovo are allowed to travel to Albania. Tirana dispatches a 33-man peacekeeping force to the German contingent of IFOR (the NATO-led Implementation Force) in Bosnia and Herzegovina, the first time in the country's history that Albanian troops have been stationed abroad.",Greek," The Imia/Kardak crisis. Greece and Turkey are brought to the brink of war. A Greek military helicopter crashes in the area, killing the three pilots aboard. Later a Turkish F-16 was shot down by a Greek mirage-2000 over the Aegean, killing its pilot Nail Erdogan and the co-pilot bailing out."
1018,1996,Albania,"Gross domestic product grows by an estimated 8%, while inflation rises by about 4–5%, mainly owing to the introduction of a value-added tax. Unemployment drops to a total of 170,000, or about 13%. The agricultural and especially the construction and private-service sectors continue to register robust two-digit growth. Remittances from Albanian émigrés in Greece, Italy, Germany, and the U.S. still account for an estimated 20% of GDP. The nation's relationship with Greece is improved when a high-ranking Greek official visits Albania, and a number of important cooperation agreements are signed. The impasse between Tirana and Belgrade continues, although ethnic Albanians from Kosovo are allowed to travel to Albania. Tirana dispatches a 33-man peacekeeping force to the German contingent of IFOR (the NATO-led Implementation Force) in Bosnia and Herzegovina, the first time in the country's history that Albanian troops have been stationed abroad.",Greek, Andreas Papandreou dies. His funeral procession produces a great outpouring of public emotion.
1019,1996,Albania,"Gross domestic product grows by an estimated 8%, while inflation rises by about 4–5%, mainly owing to the introduction of a value-added tax. Unemployment drops to a total of 170,000, or about 13%. The agricultural and especially the construction and private-service sectors continue to register robust two-digit growth. Remittances from Albanian émigrés in Greece, Italy, Germany, and the U.S. still account for an estimated 20% of GDP. The nation's relationship with Greece is improved when a high-ranking Greek official visits Albania, and a number of important cooperation agreements are signed. The impasse between Tirana and Belgrade continues, although ethnic Albanians from Kosovo are allowed to travel to Albania. Tirana dispatches a 33-man peacekeeping force to the German contingent of IFOR (the NATO-led Implementation Force) in Bosnia and Herzegovina, the first time in the country's history that Albanian troops have been stationed abroad.",Greek, Greece's national actress Aliki Vougiouklaki dies after short illness. Her funeral is attended by hundreds of thousands of people.
1020,1996,Albania,"Gross domestic product grows by an estimated 8%, while inflation rises by about 4–5%, mainly owing to the introduction of a value-added tax. Unemployment drops to a total of 170,000, or about 13%. The agricultural and especially the construction and private-service sectors continue to register robust two-digit growth. Remittances from Albanian émigrés in Greece, Italy, Germany, and the U.S. still account for an estimated 20% of GDP. The nation's relationship with Greece is improved when a high-ranking Greek official visits Albania, and a number of important cooperation agreements are signed. The impasse between Tirana and Belgrade continues, although ethnic Albanians from Kosovo are allowed to travel to Albania. Tirana dispatches a 33-man peacekeeping force to the German contingent of IFOR (the NATO-led Implementation Force) in Bosnia and Herzegovina, the first time in the country's history that Albanian troops have been stationed abroad.",Greek," During demonstrations in Cyprus, activists Tassos Isaac and Solomos Solomou are murdered by members of the Grey Wolves."
1021,1996,Albania,"Gross domestic product grows by an estimated 8%, while inflation rises by about 4–5%, mainly owing to the introduction of a value-added tax. Unemployment drops to a total of 170,000, or about 13%. The agricultural and especially the construction and private-service sectors continue to register robust two-digit growth. Remittances from Albanian émigrés in Greece, Italy, Germany, and the U.S. still account for an estimated 20% of GDP. The nation's relationship with Greece is improved when a high-ranking Greek official visits Albania, and a number of important cooperation agreements are signed. The impasse between Tirana and Belgrade continues, although ethnic Albanians from Kosovo are allowed to travel to Albania. Tirana dispatches a 33-man peacekeeping force to the German contingent of IFOR (the NATO-led Implementation Force) in Bosnia and Herzegovina, the first time in the country's history that Albanian troops have been stationed abroad.",Luxembourgo,Luxembourg City History Museum founded.
1022,1996,Albania,"Gross domestic product grows by an estimated 8%, while inflation rises by about 4–5%, mainly owing to the introduction of a value-added tax. Unemployment drops to a total of 170,000, or about 13%. The agricultural and especially the construction and private-service sectors continue to register robust two-digit growth. Remittances from Albanian émigrés in Greece, Italy, Germany, and the U.S. still account for an estimated 20% of GDP. The nation's relationship with Greece is improved when a high-ranking Greek official visits Albania, and a number of important cooperation agreements are signed. The impasse between Tirana and Belgrade continues, although ethnic Albanians from Kosovo are allowed to travel to Albania. Tirana dispatches a 33-man peacekeeping force to the German contingent of IFOR (the NATO-led Implementation Force) in Bosnia and Herzegovina, the first time in the country's history that Albanian troops have been stationed abroad.",Luxembourgo,Utopolis Kirchberg cinema multiplex (since renamed Kinepolis Kirchberg) and Casino Luxembourg open.
1023,1996,Belgium,"White March: approximately 300,000 people demonstrate to protest police and judicial inefficiency and demand improved child protection in the wake of the Dutroux affair",Greek," Andreas Papandreou, hospitalized with advanced heart disease and kidney failure since November 1995, retires from office."
1024,1996,Belgium,"White March: approximately 300,000 people demonstrate to protest police and judicial inefficiency and demand improved child protection in the wake of the Dutroux affair",Greek, Costas Simitis is elected Premier.
1025,1996,Belgium,"White March: approximately 300,000 people demonstrate to protest police and judicial inefficiency and demand improved child protection in the wake of the Dutroux affair",Greek," The Imia/Kardak crisis. Greece and Turkey are brought to the brink of war. A Greek military helicopter crashes in the area, killing the three pilots aboard. Later a Turkish F-16 was shot down by a Greek mirage-2000 over the Aegean, killing its pilot Nail Erdogan and the co-pilot bailing out."
1026,1996,Belgium,"White March: approximately 300,000 people demonstrate to protest police and judicial inefficiency and demand improved child protection in the wake of the Dutroux affair",Greek, Andreas Papandreou dies. His funeral procession produces a great outpouring of public emotion.
1027,1996,Belgium,"White March: approximately 300,000 people demonstrate to protest police and judicial inefficiency and demand improved child protection in the wake of the Dutroux affair",Greek, Greece's national actress Aliki Vougiouklaki dies after short illness. Her funeral is attended by hundreds of thousands of people.
1028,1996,Belgium,"White March: approximately 300,000 people demonstrate to protest police and judicial inefficiency and demand improved child protection in the wake of the Dutroux affair",Greek," During demonstrations in Cyprus, activists Tassos Isaac and Solomos Solomou are murdered by members of the Grey Wolves."
1029,1996,Belgium,"White March: approximately 300,000 people demonstrate to protest police and judicial inefficiency and demand improved child protection in the wake of the Dutroux affair",Luxembourgo,Luxembourg City History Museum founded.
1030,1996,Belgium,"White March: approximately 300,000 people demonstrate to protest police and judicial inefficiency and demand improved child protection in the wake of the Dutroux affair",Luxembourgo,Utopolis Kirchberg cinema multiplex (since renamed Kinepolis Kirchberg) and Casino Luxembourg open.
1031,1996,Croatia,The UNTAES mission began.,Greek," Andreas Papandreou, hospitalized with advanced heart disease and kidney failure since November 1995, retires from office."
1032,1996,Croatia,The UNTAES mission began.,Greek, Costas Simitis is elected Premier.
1033,1996,Croatia,The UNTAES mission began.,Greek," The Imia/Kardak crisis. Greece and Turkey are brought to the brink of war. A Greek military helicopter crashes in the area, killing the three pilots aboard. Later a Turkish F-16 was shot down by a Greek mirage-2000 over the Aegean, killing its pilot Nail Erdogan and the co-pilot bailing out."
1034,1996,Croatia,The UNTAES mission began.,Greek, Andreas Papandreou dies. His funeral procession produces a great outpouring of public emotion.
1035,1996,Croatia,The UNTAES mission began.,Greek, Greece's national actress Aliki Vougiouklaki dies after short illness. Her funeral is attended by hundreds of thousands of people.
1036,1996,Croatia,The UNTAES mission began.,Greek," During demonstrations in Cyprus, activists Tassos Isaac and Solomos Solomou are murdered by members of the Grey Wolves."
1037,1996,Croatia,The UNTAES mission began.,Luxembourgo,Luxembourg City History Museum founded.
1038,1996,Croatia,The UNTAES mission began.,Luxembourgo,Utopolis Kirchberg cinema multiplex (since renamed Kinepolis Kirchberg) and Casino Luxembourg open.
1039,1996,Iceland,Ólafur Ragnar Grímsson becomes president.[citation needed],Greek," Andreas Papandreou, hospitalized with advanced heart disease and kidney failure since November 1995, retires from office."
1040,1996,Iceland,Ólafur Ragnar Grímsson becomes president.[citation needed],Greek, Costas Simitis is elected Premier.
1041,1996,Iceland,Ólafur Ragnar Grímsson becomes president.[citation needed],Greek," The Imia/Kardak crisis. Greece and Turkey are brought to the brink of war. A Greek military helicopter crashes in the area, killing the three pilots aboard. Later a Turkish F-16 was shot down by a Greek mirage-2000 over the Aegean, killing its pilot Nail Erdogan and the co-pilot bailing out."
1042,1996,Iceland,Ólafur Ragnar Grímsson becomes president.[citation needed],Greek, Andreas Papandreou dies. His funeral procession produces a great outpouring of public emotion.
1043,1996,Iceland,Ólafur Ragnar Grímsson becomes president.[citation needed],Greek, Greece's national actress Aliki Vougiouklaki dies after short illness. Her funeral is attended by hundreds of thousands of people.
1044,1996,Iceland,Ólafur Ragnar Grímsson becomes president.[citation needed],Greek," During demonstrations in Cyprus, activists Tassos Isaac and Solomos Solomou are murdered by members of the Grey Wolves."
1045,1996,Iceland,Ólafur Ragnar Grímsson becomes president.[citation needed],Luxembourgo,Luxembourg City History Museum founded.
1046,1996,Iceland,Ólafur Ragnar Grímsson becomes president.[citation needed],Luxembourgo,Utopolis Kirchberg cinema multiplex (since renamed Kinepolis Kirchberg) and Casino Luxembourg open.
1047,1996,Italy,"Romano Prodi becomes Prime Minister for the Olive Tree coalition, voted into power with the external support of the communists.",Greek," Andreas Papandreou, hospitalized with advanced heart disease and kidney failure since November 1995, retires from office."
1048,1996,Italy,"Romano Prodi becomes Prime Minister for the Olive Tree coalition, voted into power with the external support of the communists.",Greek, Costas Simitis is elected Premier.
1049,1996,Italy,"Romano Prodi becomes Prime Minister for the Olive Tree coalition, voted into power with the external support of the communists.",Greek," The Imia/Kardak crisis. Greece and Turkey are brought to the brink of war. A Greek military helicopter crashes in the area, killing the three pilots aboard. Later a Turkish F-16 was shot down by a Greek mirage-2000 over the Aegean, killing its pilot Nail Erdogan and the co-pilot bailing out."
1050,1996,Italy,"Romano Prodi becomes Prime Minister for the Olive Tree coalition, voted into power with the external support of the communists.",Greek, Andreas Papandreou dies. His funeral procession produces a great outpouring of public emotion.
1051,1996,Italy,"Romano Prodi becomes Prime Minister for the Olive Tree coalition, voted into power with the external support of the communists.",Greek, Greece's national actress Aliki Vougiouklaki dies after short illness. Her funeral is attended by hundreds of thousands of people.
1052,1996,Italy,"Romano Prodi becomes Prime Minister for the Olive Tree coalition, voted into power with the external support of the communists.",Greek," During demonstrations in Cyprus, activists Tassos Isaac and Solomos Solomou are murdered by members of the Grey Wolves."
1053,1996,Italy,"Romano Prodi becomes Prime Minister for the Olive Tree coalition, voted into power with the external support of the communists.",Luxembourgo,Luxembourg City History Museum founded.
